,Sample_27_1,Sample_28_1,Sample_29_1,Sample_30_1,Sample_31_1,Sample_33_2,Sample_34_3,Sample_37_2,Sample_38_1,Sample_40_2,Sample_27_5,Sample_28_5,Sample_29_5,Sample_30_5,Sample_31_5,Sample_33_5,Sample_34_6,Sample_37_5,Sample_38_5,Sample_40_5,Sample_27_neg,Sample_28_neg,Sample_29_neg,Sample_30_neg,Sample_31_neg,Sample_33_neg,Sample_34_neg,Sample_37_neg,Sample_38_neg,Sample_40_neg,Sample_27_pos,Sample_28_pos,Sample_29_pos,Sample_30_pos,Sample_31_pos,Sample_33_pos,Sample_34_pos,Sample_37_pos,Sample_38_pos,Sample_40_pos,Sample_27_2,Sample_28_2,Sample_29_3,Sample_30_2,Sample_31_2,Sample_33_3,Sample_34_5,Sample_37_3,Sample_38_2,Sample_40_3
ABAT,0.771554507,0.550538337,0.413951775,0.712948304,0.344800127,0.493160066,-0.877189008,0.791495841,0.957395412,0.542179536,0.969213012,0.485702531,0.851558801,0.881876543,0.910946119,0.359497905,0.223948556,0.728465277,1.001813093,0.709179363,0.921448533,-0.453845823,-1.95705247,-0.291227561,-0.030188676,-0.525602459,-0.483481975,-2.503441838,-0.474850433,0.136823438,-1.836328733,-0.407503585,-0.768800981,-2.503441838,-2.503441838,-0.632870866,-2.503441838,-0.288161756,0.09636288,0.136997088,0.775129053,0.523228098,0.598576697,0.391901554,0.298309963,0.604059884,-0.183466233,0.548615755,0.796483308,0.696176553
ADGRB3,0.69834364,0.520311919,0.16110336,0.59937506,0.534868214,0.499355507,-0.811199843,1.119466723,0.300266316,0.528555902,1.074896952,0.926300646,1.660885217,0.831833469,1.017018962,0.421875222,0.746491563,1.089814076,0.256940357,0.673150259,1.078952336,-1.645299478,-2.048700919,-0.884253042,-0.337037032,-0.69386486,-0.092506046,-2.048700919,-1.86457415,0.170960167,-2.048700919,-1.424195041,-0.391830193,-0.134553719,-2.048700919,-0.338583341,-2.048700919,-0.550713918,-0.52381475,0.247225742,0.721906071,0.652044448,0.57154159,0.235325556,0.336955289,0.99798203,-0.09747669,0.343279574,0.110483149,0.90589738
ADGRL3,1.071813215,0.392700979,0.595576415,-0.083619987,0.581614194,0.95555766,-0.234784607,0.794861546,0.571942266,0.827440099,0.943050351,0.431983978,0.734096475,0.335225158,0.925462536,0.594670086,0.142781506,0.667897699,0.387889384,0.911992845,1.097999414,-1.285504203,-2.364392243,-0.777273531,-0.182733736,-0.647493547,-0.376998546,-2.364392243,-1.337284006,0.506461698,-2.364392243,-0.342073472,-0.708728883,-0.253159846,-2.364392243,-0.372781768,-2.364392243,-0.449305664,-0.44361537,0.564043378,1.084999013,0.59643723,0.458390661,-0.179715767,0.540774563,0.762005486,-0.060972132,0.39160291,0.548598564,1.140136968
AMOTL2,0.938843643,0.831148252,1.257118073,-0.301419071,-0.351056051,0.457308068,-1.13008621,0.057550961,0.733476474,0.093160324,0.830229179,0.1330045,0.237558305,-0.049878875,-0.071525891,0.994064326,1.128778877,0.388156891,0.676260619,0.523321766,1.204950647,-0.881828307,0.020335523,-0.336870021,-0.922432432,0.208110951,0.581204519,-2.837922174,-0.293560832,0.051643138,-2.837922174,-0.107489358,0.204056585,0.17064634,-2.837922174,0.331294032,-2.837922174,0.023128575,0.430724182,0.138530501,0.996237229,0.716842171,0.728012877,-0.26403373,-0.253762994,0.576092987,-0.563747615,0.216393935,0.636579525,0.364616109
ATP1A3,-0.347723011,-0.429706509,1.230161568,-0.356349885,-0.38306326,1.510702397,-0.522286407,2.070316926,-0.522286407,-0.480114493,-0.470666476,0.320627808,0.715987434,-0.522286407,-0.181083843,-0.381128105,-0.475888232,0.070320301,-0.436368502,3.140749132,-0.151215513,-0.522286407,-0.522286407,-0.522286407,-0.399768489,-0.445742489,-0.522286407,-0.522286407,-0.127988061,-0.444891952,-0.522286407,-0.522286407,-0.445647074,-0.522286407,-0.522286407,-0.437946567,-0.522286407,-0.522286407,-0.44804624,-0.376599071,-0.270984624,4.115986903,-0.052929964,-0.522286407,-0.485881915,0.242919512,-0.522286407,-0.387613706,1.579774984,1.776383523
BCL7A,1.457840658,0.665316906,0.617814343,0.188707313,0.259236623,0.368250224,-1.410091356,0.548912339,0.368723894,0.101541848,1.37993729,0.663460418,1.106999966,0.373648482,0.530666041,0.470180746,0.237183186,0.76069878,0.29342333,0.343732046,1.491393204,-0.23525688,1.468717563,-0.559133358,-0.488618288,-0.485623418,-0.307757279,-2.801019339,-0.860292827,0.21398949,-1.588424059,-0.948625155,-0.367453812,-0.79075428,-2.801019339,-0.328770065,-2.801019339,-0.571580014,-0.081383999,0.02160276,1.402748885,0.594397795,0.519184127,-0.106371713,0.003900152,0.697555579,-0.714699396,0.321471119,0.22459022,0.552068589
BEX1,0.608797503,0.627633451,0.575513006,0.232312252,0.307605804,0.353717029,-0.799981723,0.47256129,0.269835648,0.191805886,0.579957684,1.254909234,1.008271598,0.456671399,0.733914959,0.153145486,-0.213321884,0.551100367,0.330699458,0.52793105,0.384701529,0.732245182,-2.731711702,0.19435847,0.497941233,0.527519166,-0.293533829,-2.731711702,0.026769152,0.280803735,-0.773052401,0.557557765,0.017016462,-2.731711702,-2.731711702,-0.346615885,-2.731711702,-0.132960375,-0.122450122,-0.037802525,0.661261987,0.8810245,0.659343559,0.09947067,0.334309186,0.623234728,0.071317752,-0.085626876,0.211251166,0.467394782
C1QL1,1.641525889,0.247523527,1.105991876,-0.959845198,0.228495479,0.491480933,-0.19703509,0.033673727,0.51665428,0.93155039,1.461349877,-0.317507142,-0.696712968,-0.625889648,0.882889654,0.165610969,-0.439911148,-0.038552874,0.514717437,0.883042581,1.330908424,-0.601739055,-0.428533706,-0.863713482,0.385546803,0.637840474,-0.396991512,-2.91659122,-0.156972663,0.489509117,-0.103444625,-0.539471989,-0.42727744,-2.91659122,-2.91659122,-0.605540268,-0.882457724,-0.347708581,-0.224918345,0.339821119,1.607905867,0.66350065,0.990694233,-0.316257757,0.498413698,0.071135638,-0.165418787,0.232376551,0.708663015,1.024851454
CDC25A,-0.494032019,0.784727895,2.277708774,-0.005124118,0.190457691,0.353541354,-0.481585793,0.147132683,0.714080243,0.551798135,-0.475816088,-0.318259312,-0.461524341,0.885109372,1.181137628,0.304911707,-1.197166172,0.272486499,0.441876591,1.142995509,-0.601837365,-1.807878626,-1.807878626,-0.289251616,0.562770475,-0.400948697,-0.276619651,2.385593428,-0.412324618,1.13377527,-1.807878626,-0.993919613,-0.339588111,-1.807878626,-1.807878626,-0.543734695,-1.807878626,-0.243254775,0.059003833,0.970465622,-0.607801398,0.866799779,1.622878112,-0.060743558,0.254511858,-0.241704913,0.256133111,0.219996107,0.482507068,1.230109866
CDK5R1,0.93982006,0.541237648,0.126486812,-0.093369355,0.185481134,0.744302756,-0.791563395,1.008124028,0.526747711,0.260961293,0.998484995,1.343540274,1.745432482,0.171177223,0.891181044,0.208522323,0.054209757,1.122648711,0.448242793,0.728311995,1.165721893,-0.834741888,-2.290388326,-0.42446216,0.099612823,-0.295049375,-0.318215088,-2.290388326,-0.540456641,0.356210864,-1.526021887,-0.187335503,-0.755189126,-2.290388326,-2.290388326,-0.580451495,-2.290388326,-0.112804091,0.152241509,0.276589983,0.935780939,0.837166707,0.553669094,-0.453771743,0.137443997,1.119963084,-0.430013513,0.194101856,0.32635573,0.595615371
CHD7,1.225473622,0.720665566,0.847193475,-0.007349314,0.051317511,0.855990058,-0.604475366,0.257052274,0.610786485,0.37927132,1.29415651,-0.479043425,-0.473076158,0.176687715,0.524038504,0.770009625,0.575289187,0.291187886,0.462180519,0.622732579,1.366675752,-0.099726803,-0.07916779,-1.060413361,-0.675279835,-0.347377747,0.209451937,-2.803483673,-0.962323846,0.047357507,-0.011884647,-0.273289582,-0.160655007,-2.803483673,-2.803483673,0.007148191,-2.803483673,0.345231048,0.53733228,0.502858472,1.218195326,0.500225247,0.645039041,-0.210145677,-0.177885676,0.452238119,-0.417389883,0.413497171,0.451562895,0.892572984
CILK1,0.591531793,0.661791449,0.979866255,-0.056243417,-0.090486558,0.634078463,-0.528824599,0.360328091,0.818330269,0.56998231,0.59644712,-0.197265237,0.205940452,-0.047472598,0.20493087,0.845123269,0.875638298,0.505512185,0.366821902,0.984016741,0.70785811,-1.107790743,-0.133629722,-0.423529529,-0.738896296,-0.743662296,0.173314163,2.066086363,-1.235884106,0.329522247,-2.667439846,-0.133749917,-0.282870019,-2.667439846,-2.667439846,-0.078846054,-2.667439846,-0.638719026,-0.105563061,0.407977132,0.671732763,0.70493245,0.861970859,-0.129787725,-0.051817455,0.583293755,-0.528102922,0.580580668,0.821283197,0.814009492
CKB,1.135031757,0.575009697,0.554656332,0.535587568,0.612783618,-0.373379559,-1.44808707,0.421812054,0.164066372,-0.509086511,1.218077802,1.116703842,0.956405468,0.513360369,0.66083617,0.040514058,0.345740455,0.571013494,0.193673118,0.037122606,1.081443819,0.223047948,0.044966443,-0.083632325,0.284062919,-0.30655395,-0.240382142,-5.042478891,-0.27888635,-0.561290041,0.245216861,0.34861699,0.308290097,0.214394337,-1.511599851,-0.465134015,-2.351596965,-0.106723289,-0.266586674,-0.773840454,1.039818301,0.581037489,0.451631355,0.254610763,0.278896506,0.373675254,-0.690987745,0.033665518,0.018141658,-0.423665209
CLGN,1.375522457,-0.685427714,0.321193651,0.639666021,-0.741955933,0.119771592,0.695133696,0.579687709,0.588516633,-0.136596445,1.428331643,0.943558818,1.609861343,0.475490893,0.452648837,-0.03130202,-0.498880682,0.875425343,0.301184636,-0.327412147,1.790766308,-1.464215994,2.779664714,0.079908196,-0.309730488,-1.464215994,0.530224183,-1.464215994,-1.464215994,0.238811635,-1.464215994,-1.464215994,-0.077826326,-1.464215994,-1.464215994,-1.036342083,-1.464215994,-1.464215994,-0.477691784,0.316013305,1.124782579,0.065667452,0.543839766,0.866961362,-0.25428281,0.611706785,0.163089824,-0.166759395,0.225616478,-0.356678094
CNTN1,1.11608305,0.604991396,0.315532953,-0.36098151,-0.076795496,0.528251084,-1.720279501,0.902426091,0.629191028,0.748136079,0.983166809,0.612238528,1.222630868,-0.392052648,0.902833504,0.566983785,0.643850078,1.020926077,0.775785041,1.057988747,0.792628403,-1.222613143,-2.199718525,-0.447275862,0.085762919,-0.724918305,-0.570757955,0.219307652,-1.09364621,0.721603525,-0.959025071,-0.28343193,-0.884901129,-2.199718525,-2.199718525,-1.262507849,-2.199718525,-0.124355183,-0.439386257,0.718660832,1.306066379,0.464237684,0.619211519,-0.425047831,0.339216084,0.750578179,-1.11077848,0.793799238,0.310126317,1.145414606
CRB1,1.665469504,1.084181775,0.57223786,0.374263704,0.031039187,0.836935935,-1.811824099,0.529981542,1.259538201,0.143090186,1.433137186,0.286830737,0.286154818,0.259009673,0.283550011,0.801548879,0.191671342,0.46204276,0.963161473,0.461638178,1.841463348,-1.028893315,-1.448573969,-0.989602962,-1.158395645,-0.531412838,-0.628486971,-2.020002413,-1.214978714,0.304025209,-2.020002413,0.046823388,-0.42561077,0.294417988,-2.020002413,-0.954168381,-2.020002413,-0.226436947,-0.05285982,0.438989663,1.493947137,0.768176147,0.335655549,-0.012639342,-0.34053404,0.456248906,-0.929636561,0.449267778,0.859573226,0.619992736
CSPG5,0.433719637,0.680120333,0.517458277,0.433358537,0.475698099,0.198122772,-1.597263848,0.787393461,0.701746182,0.569563695,0.288389137,0.529102766,0.432257175,0.837396545,1.320114061,0.000561145,0.00973005,0.818609199,0.916041675,0.844582597,0.227499556,-0.074575235,-2.419149826,-0.152776958,0.788212413,-0.401152554,-0.226470168,-2.419149826,-0.088850533,0.621345731,-1.827713502,-0.142908706,-0.067819343,-2.419149826,-2.419149826,-0.924116968,-2.419149826,0.202813856,0.113945164,0.552536923,0.557401191,0.673555106,0.551246718,0.003850309,0.369473308,0.303506042,-0.3957054,0.546242058,0.625683625,1.063825002
CXXC4,1.495162301,0.916221948,0.705483835,0.463098945,0.688709611,0.44590589,-1.735974235,0.422272426,0.950263834,0.536323467,1.3337441,0.034076386,0.616055814,0.793046045,1.045314189,0.328271979,0.008818608,0.691333931,0.89124578,0.610334068,1.391407556,0.15648503,-2.004635204,-0.819234248,-0.133278288,-0.863005532,-0.699825563,-2.004635204,-0.597802019,0.463056993,-1.049188228,-0.348451819,-0.988170145,-2.004635204,-2.004635204,-0.923276994,-2.004635204,-0.943608961,-0.031704997,0.385029563,1.390172708,0.817549751,0.527346249,-0.234730721,0.135938279,0.356159714,-1.158156807,0.327609042,0.672665676,0.950480863
DBN1,0.729589505,0.600262431,0.932961047,0.192446139,0.243330812,0.464469926,-0.491727621,0.418155783,0.730857552,0.688328748,0.577024441,0.57589311,0.459346874,0.378881746,0.721319576,0.11799904,-0.465031952,0.430192065,0.666854291,0.829726463,0.636886758,0.017215875,-0.131460257,-0.295072164,0.217885055,-0.197111764,-0.415438046,-2.958886609,-0.014332687,0.660229457,-0.691072922,-0.270420403,-1.034737871,-2.958886609,-2.958886609,-0.879717273,-2.958886609,-0.307108931,0.151148988,0.488929135,0.644627696,0.78075772,0.868750105,0.148763755,0.27362899,0.409714095,0.111847874,0.259700873,0.679408296,0.921644106
DCX,0.778928463,1.153220094,0.771988942,-0.59368237,-0.542998178,1.382131721,-1.493492787,0.278291985,1.063884,0.624896064,0.503077015,-0.136844295,-0.036894927,-0.295774367,0.782029961,0.413060441,-0.503581606,0.292889105,0.757215397,0.820550044,0.943080759,-0.886129195,-1.775598059,-0.439063923,-0.468687643,-0.194346322,-0.683084423,2.775652823,-0.641397898,0.551249897,-1.367703782,-0.371094472,-1.760014799,-1.775598059,-1.775598059,-0.919773409,-1.775598059,-0.494332938,0.396188033,0.625731369,0.811558617,1.237569044,0.703268019,-0.877626857,-0.230723904,0.542630217,-0.700699978,0.253959328,1.010984038,1.266304933
DGKI,0.400130118,0.68150665,0.450978869,-0.900553981,0.128507786,0.86942236,-0.165362668,1.041430318,0.892792454,1.024356933,0.33996942,-0.121923269,1.510363213,-0.532483027,1.117347716,0.270275466,0.145523639,1.175137257,0.691292769,1.025307755,0.931872919,-1.799879351,1.524803245,-0.876207875,-0.440168246,-1.616989635,-0.340215216,-1.799879351,-1.247968117,0.441939872,-1.266759758,-1.799879351,-0.589056489,-1.799879351,-1.799879351,-0.787350916,-1.799879351,0.110322417,-0.260978485,0.658158961,0.62607727,0.538516943,0.463995042,-0.960157222,0.041851004,0.772821602,0.12570557,0.822118524,0.693057271,1.389867649
DLL3,1.39013238,0.909544781,0.432700477,-0.543041636,-0.369156828,0.673317073,-2.167261487,0.632239895,0.592394972,-0.66000002,1.326148324,-0.013399849,-0.929122278,0.177311592,0.697899784,0.628033061,-0.309876516,0.689915907,0.841321858,-0.527969312,1.307569073,0.62233741,-0.437254508,0.186638236,0.438363201,0.486300285,-0.584752603,-2.187143288,0.858363409,-0.265937707,-0.441051126,0.589943053,-0.279004299,-2.187143288,-2.187143288,-0.85697608,-2.187143288,0.878564532,0.936918204,-0.418131215,1.515045409,0.965698173,0.097097519,-0.799346475,-0.380146077,1.008070871,-1.432113197,0.817321474,0.469766623,-0.005843213
DUSP26,1.511588675,0.463938763,0.565582565,-0.938573661,-0.502194938,0.415955127,-1.707773356,0.765575103,0.048499301,0.194547166,1.495560202,1.45875207,1.441570237,-0.369001037,0.609998042,0.538858109,0.0528398,0.864782984,-0.011027169,0.618252612,1.273092472,-0.701915178,-2.182534871,-0.017626743,0.120399431,0.647598396,-0.101337105,-2.182534871,-0.330921421,0.049017997,-0.434906628,0.020779651,0.37261737,-2.182534871,-2.182534871,-0.369695919,-2.182534871,-0.791034458,-0.071373032,-0.159901622,1.362339677,0.980123833,0.807718072,-0.326996929,0.237140602,1.034949625,-0.532111449,-0.17582996,-0.068162745,0.570979823
EPHB1,1.403275087,1.091428109,1.342156579,0.338710849,0.216340268,0.220005512,-1.725465906,0.716325263,0.814235364,0.539096991,1.13383351,0.07412953,0.178783109,0.158837063,0.566509695,0.092190817,-0.145207943,0.647767736,0.820085165,0.478188386,1.187672532,-0.530317949,0.630491728,-0.219512802,-0.476200892,-0.657955892,-0.767765316,-2.150164532,-0.377699033,0.251103385,-2.150164532,0.11088187,-0.786845769,-2.150164532,-2.150164532,-1.449598914,-2.150164532,-0.206457142,-0.023166705,0.155339456,1.464863231,1.04083489,1.081752809,0.39868689,-0.237964769,0.160362749,-0.944396753,0.581376641,0.701954032,0.702159197
FAM110B,1.359485355,0.147101848,0.229805314,0.762611635,0.414886353,0.494530771,-0.057378748,0.325850413,0.529342299,0.449631982,1.145970596,0.243810758,0.576962161,0.747113468,0.71465314,-0.007193705,-0.528547953,0.396760761,0.43918225,0.457689523,1.392764355,0.163906835,0.009167955,-0.348012558,0.046602375,-0.673554589,-0.377907511,-2.785947251,-0.60453641,0.517425957,-0.80565828,-0.973893769,-0.916965559,-2.785947251,-2.785947251,-0.581792324,-2.785947251,-0.250860191,0.173739636,0.695437942,1.490355112,0.462110457,0.453106624,0.478225461,0.224960106,0.306779726,-0.212657636,0.247172035,0.49976155,0.885843488
FGF9,1.937717851,0.125278979,1.676686323,-0.272747942,-0.646068349,-0.125126053,-0.280913487,1.45448306,0.010222642,-0.941010447,1.319818567,1.607593241,2.411155618,-0.445814879,-0.266327032,-0.573283303,-0.683835651,1.597379443,-0.522399044,0.226650261,1.747137631,-0.965395602,-0.965395602,-0.405012337,-0.947189032,-0.965395602,-0.775956171,-0.965395602,-0.288152757,-0.654319917,-0.965395602,-0.965395602,-0.965395602,-0.965395602,-0.965395602,-0.870163888,-0.965395602,0.408417015,-0.732262293,-0.648726802,1.550463137,0.932844976,1.558590411,0.054914632,-0.320048839,1.424165953,-0.301256109,0.418233894,0.27246713,-0.379650411
GNG4,0.630960218,0.925891892,1.418135284,0.316169745,0.296217904,0.481618329,-1.890182451,0.339814618,0.683537534,0.242829366,0.815034286,0.930784045,0.80870598,0.196948296,1.122793476,0.442461682,-0.372386725,0.483120549,0.665918382,0.78591607,0.839847255,-0.189205292,-2.109594787,-0.401490638,0.353784111,0.202299042,-0.744270454,-2.109594787,-0.379902352,0.54266414,-2.109594787,0.172556229,-0.502270275,-2.109594787,-2.109594787,-0.904593099,-2.109594787,-0.780656923,-0.074755271,0.42448188,0.78895629,0.978801053,1.127130987,0.014831042,0.511709959,0.57810953,-0.850457943,0.168620734,0.54578583,0.911304405
GPM6A,0.959184891,0.457467728,0.277432204,0.602755935,0.485754534,0.819230286,-1.085643103,0.827191815,0.491439118,0.40742975,1.009617274,0.740479324,1.040787707,0.788586662,0.995231088,0.26547671,-0.069603767,0.817731339,0.512390736,0.616338668,1.032751409,-0.558632793,-1.655009478,-0.291243621,0.28955251,-0.727711242,-0.666846304,0.369084348,-1.122659722,0.258089198,-1.712549882,-0.113048718,-1.528642021,-4.095107534,-1.808221528,-1.425795968,-0.783991638,-0.603639979,-0.428680695,0.134946282,1.022425497,0.569845711,0.45484943,0.17165127,0.410986257,0.720078565,-0.412081099,0.370090948,0.414395271,0.755836631
GRIA2,1.193475287,0.292297981,0.320870209,0.455462765,0.429616771,1.009928098,-1.765561081,0.858254567,0.362576229,0.417882774,1.383452488,0.591209154,1.41319756,0.388205253,0.73765283,0.654203714,0.401617021,0.837915676,0.142202662,0.619296116,1.620968859,-1.98477348,-0.843724854,-0.732267829,-0.555831665,-0.633084428,-0.424587663,-3.213252143,-1.496472628,0.052663554,-1.689516104,-0.985206886,-1.228885159,0.480947126,-1.00864826,-0.886915396,-0.580849295,-0.689925491,-0.541447448,0.194616822,1.226247272,0.627798338,0.600182504,0.08991677,0.173497264,0.941163188,-0.960039814,0.295230074,0.39201074,1.016429959
